300, Clientes, Prueba 1
Errores-TCP,Cliente_13,0
Errores-RMI,Cliente_13,0
RMI,Cliente_201,0
TCP-mean,Cliente_201,0.37441643323996265
TCP-stdDev,Cliente_201,10.509826401515264
Errores-TCP,Cliente_201,0
Errores-RMI,Cliente_201,0
RMI,Cliente_142,0
TCP-mean,Cliente_142,0.38375350140056025
TCP-stdDev,Cliente_142,10.51845904505327
Errores-TCP,Cliente_142,0
Errores-RMI,Cliente_142,0
RMI,Cliente_241,0
RMI,Cliente_121,0
TCP-mean,Cliente_121,0.27102803738317754
TCP-stdDev,Cliente_121,5.853300200929604
Errores-TCP,Cliente_121,0
Errores-RMI,Cliente_121,0
TCP-mean,Cliente_241,0.38468720821662
TCP-stdDev,Cliente_241,11.472433117442892
Errores-TCP,Cliente_241,0
Errores-RMI,Cliente_241,0
RMI,Cliente_72,0
TCP-mean,Cliente_72,0.2987861811391223
TCP-stdDev,Cliente_72,9.084230208955011
Errores-TCP,Cliente_72,0
Errores-RMI,Cliente_72,0
RMI,Cliente_10,0
TCP-mean,Cliente_10,0.5303454715219421
TCP-stdDev,Cliente_10,15.29976729689356
Errores-TCP,Cliente_10,0
Errores-RMI,Cliente_10,0
RMI,Cliente_103,16
RMI,Cliente_278,156
TCP-mean,Cliente_278,0.13475836431226765
TCP-stdDev,Cliente_278,1.537468843089465
Errores-TCP,Cliente_278,0
Errores-RMI,Cliente_278,0
RMI,Cliente_130,0
RMI,Cliente_292,0
TCP-mean,Cliente_292,0.2514018691588785
TCP-stdDev,Cliente_292,6.2652709063606045
Errores-TCP,Cliente_292,0
Errores-RMI,Cliente_292,0
TCP-mean,Cliente_130,0.27289719626168224
RMI,Cliente_60,0
TCP-mean,Cliente_60,0.3747663551401869
TCP-stdDev,Cliente_60,10.063476977200452
Errores-TCP,Cliente_60,0
Errores-RMI,Cliente_60,0
TCP-stdDev,Cliente_130,7.1911364197965595
Errores-TCP,Cliente_130,0
Errores-RMI,Cliente_130,0
TCP-stdDev,Cliente_240,1.391637003519216
Errores-TCP,Cliente_240,0
Errores-RMI,Cliente_240,0
RMI,Cliente_205,0
TCP-mean,Cliente_205,0.4733893557422969
TCP-stdDev,Cliente_205,15.271308958559782
Errores-TCP,Cliente_205,0
TCP-mean,Cliente_103,0.3299065420560748
RMI,Cliente_29,109
TCP-stdDev,Cliente_103,6.814672391564576
TCP-mean,Cliente_29,0.1959145775301764
Errores-RMI,Cliente_267,0
TCP-stdDev,Cliente_29,3.1616407397523445
Errores-TCP,Cliente_29,0
Errores-RMI,Cliente_29,0
Errores-TCP,Cliente_280,0
Errores-RMI,Cliente_280,0
RMI,Cliente_224,63
TCP-stdDev,Cliente_69,9.107228002341145
Errores-TCP,Cliente_69,0
TCP-stdDev,Cliente_74,0.4996810931626172
TCP-mean,Cliente_252,0.13475836431226765
TCP-mean,Cliente_279,0.02321262766945218
TCP-stdDev,Cliente_252,2.5322198919164167
TCP-stdDev,Cliente_244,2.54853845663537
Errores-TCP,Cliente_244,0
Errores-RMI,Cliente_244,0
TCP-mean,Cliente_40,0.36881419234360413
TCP-stdDev,Cliente_40,10.98446906281746
Errores-TCP,Cliente_40,0
Errores-RMI,Cliente_40,0
TCP-mean,Cliente_37,0.45938375350140054
TCP-stdDev,Cliente_37,14.33154125964845
Errores-TCP,Cliente_37,0
Errores-RMI,Cliente_37,0
TCP-mean,Cliente_207,0.47245564892623715
TCP-stdDev,Cliente_207,14.819768053366632
Errores-TCP,Cliente_207,0
Errores-RMI,Cliente_207,0
TCP-mean,Cliente_215,0.48739495798319327
TCP-stdDev,Cliente_215,14.827535764129637
Errores-TCP,Cliente_215,0
Errores-RMI,Cliente_215,0
TCP-mean,Cliente_235,0.13556174558960074
TCP-stdDev,Cliente_235,2.9793794548641674
Errores-TCP,Cliente_235,0
Errores-RMI,Cliente_235,0
TCP-stdDev,Cliente_250,2.5870886802701007
Errores-TCP,Cliente_250,0
Errores-RMI,Cliente_250,0
TCP-stdDev,Cliente_76,5.3503696681294235
Errores-TCP,Cliente_76,0
Errores-RMI,Cliente_76,0
RMI,Cliente_157,0
RMI,Cliente_190,0
TCP-mean,Cliente_190,0.23716153127917833
TCP-stdDev,Cliente_190,5.463037752530859
Errores-TCP,Cliente_190,0
Errores-RMI,Cliente_190,0
TCP-mean,Cliente_157,0.161531279178338
TCP-stdDev,Cliente_157,3.6187414292728133
Errores-TCP,Cliente_157,0
Errores-RMI,Cliente_157,0
RMI,Cliente_65,0
TCP-mean,Cliente_65,0.41363211951447243
TCP-stdDev,Cliente_65,10.152973787205282
Errores-TCP,Cliente_65,0
Errores-RMI,Cliente_65,0
RMI,Cliente_107,0
TCP-mean,Cliente_107,0.2857142857142857
TCP-stdDev,Cliente_107,5.976031446320084
Errores-TCP,Cliente_107,0
Errores-RMI,Cliente_107,0
TCP-stdDev,Cliente_117,8.656748581793634
Errores-TCP,Cliente_117,0
Errores-RMI,Cliente_117,0
TCP-stdDev,Cliente_2,11.482343839171108
Errores-TCP,Cliente_2,0
Errores-RMI,Cliente_2,0
TCP-mean,Cliente_3,0.35947712418300654
TCP-stdDev,Cliente_3,10.97593502531404
Errores-TCP,Cliente_3,0
Errores-RMI,Cliente_3,0
TCP-stdDev,Cliente_44,12.875041973168814
Errores-TCP,Cliente_44,0
Errores-RMI,Cliente_44,0
TCP-stdDev,Cliente_180,1.2750388197934877
Errores-TCP,Cliente_180,0
Errores-RMI,Cliente_180,0
TCP-mean,Cliente_132,0.2726423902894491
TCP-stdDev,Cliente_132,5.852241338613094
Errores-TCP,Cliente_132,0
Errores-RMI,Cliente_132,0
TCP-stdDev,Cliente_84,6.332391228382199
Errores-TCP,Cliente_84,0
Errores-RMI,Cliente_84,0
TCP-stdDev,Cliente_176,5.342746115735805
Errores-TCP,Cliente_176,0
Errores-RMI,Cliente_176,0
RMI,Cliente_188,0
TCP-mean,Cliente_188,0.19047619047619047
TCP-stdDev,Cliente_188,4.438935494687555
Errores-TCP,Cliente_188,0
Errores-RMI,Cliente_188,0
RMI,Cliente_99,0
TCP-mean,Cliente_99,0.34547152194211017
TCP-stdDev,Cliente_99,9.137612501047709
Errores-TCP,Cliente_99,0
Errores-RMI,Cliente_99,0
RMI,Cliente_124,0
TCP-mean,Cliente_124,0.34173669467787116
TCP-stdDev,Cliente_124,8.667362844789741
Errores-TCP,Cliente_124,0
Errores-RMI,Cliente_124,0
TCP-stdDev,Cliente_134,5.758622689701868
Errores-TCP,Cliente_134,0
Errores-RMI,Cliente_134,0
TCP-stdDev,Cliente_194,4.3421645723523685
Errores-TCP,Cliente_194,0
Errores-RMI,Cliente_194,0
TCP-stdDev,Cliente_135,5.737974734638495
Errores-TCP,Cliente_135,0
Errores-RMI,Cliente_135,0
TCP-stdDev,Cliente_30,2.524820684155752
Errores-TCP,Cliente_30,0
Errores-RMI,Cliente_30,0
TCP-mean,Cliente_89,0.2605042016806723
TCP-stdDev,Cliente_186,4.795962860903297
Errores-TCP,Cliente_186,0
Errores-RMI,Cliente_186,0
TCP-mean,Cliente_149,0.06436567164179105
TCP-stdDev,Cliente_149,0.8770279105231075
Errores-TCP,Cliente_149,0
Errores-RMI,Cliente_149,0
TCP-stdDev,Cliente_181,0.954907885498762
Errores-TCP,Cliente_181,0
Errores-RMI,Cliente_181,0
TCP-mean,Cliente_259,0.10306406685236769
TCP-stdDev,Cliente_259,1.647586200026456
Errores-TCP,Cliente_259,0
Errores-RMI,Cliente_259,0
TCP-mean,Cliente_70,0.3239962651727358
TCP-stdDev,Cliente_70,9.100977943572667
Errores-TCP,Cliente_70,0
Errores-RMI,Cliente_70,0
TCP-stdDev,Cliente_28,11.001244277632464
Errores-TCP,Cliente_28,0
Errores-RMI,Cliente_28,0
TCP-stdDev,Cliente_126,8.16599408770443
Errores-TCP,Cliente_126,0
Errores-RMI,Cliente_126,0
TCP-stdDev,Cliente_55,10.066515890601668
Errores-TCP,Cliente_55,0
Errores-RMI,Cliente_55,0
TCP-stdDev,Cliente_238,1.6543199225118042
Errores-TCP,Cliente_238,0
Errores-RMI,Cliente_238,0
TCP-mean,Cliente_212,0.5018656716417911
TCP-stdDev,Cliente_145,3.8491752915801647
Errores-TCP,Cliente_145,0
Errores-RMI,Cliente_145,0
TCP-mean,Cliente_31,0.25770308123249297
TCP-stdDev,Cliente_31,6.291760499760691
Errores-TCP,Cliente_31,0
Errores-RMI,Cliente_31,0
TCP-stdDev,Cliente_179,5.761615465273253
Errores-TCP,Cliente_179,0
Errores-RMI,Cliente_179,0
TCP-stdDev,Cliente_212,15.272768550784187
Errores-TCP,Cliente_212,0
Errores-RMI,Cliente_212,0
TCP-stdDev,Cliente_89,6.740094182357561
Errores-TCP,Cliente_89,0
Errores-RMI,Cliente_89,0
Errores-TCP,Cliente_252,0
Errores-RMI,Cliente_252,0
TCP-stdDev,Cliente_279,0.5120821410036291
Errores-TCP,Cliente_279,0
Errores-RMI,Cliente_279,0
Errores-TCP,Cliente_74,0
Errores-RMI,Cliente_74,0
Errores-RMI,Cliente_69,0
TCP-mean,Cliente_224,0.2135561745589601
Errores-TCP,Cliente_103,0
Errores-RMI,Cliente_103,0
TCP-stdDev,Cliente_224,3.536896918791999
Errores-TCP,Cliente_224,0
Errores-RMI,Cliente_224,0
Errores-RMI,Cliente_205,0
RMI,Cliente_111,16
TCP-mean,Cliente_111,0.3426704014939309
TCP-stdDev,Cliente_111,7.150590395835519
Errores-TCP,Cliente_111,0
Errores-RMI,Cliente_111,0
RMI,Cliente_85,0
TCP-mean,Cliente_85,0.43604108309990663
TCP-stdDev,Cliente_85,10.426541260887022
Errores-TCP,Cliente_85,0
Errores-RMI,Cliente_85,0
RMI,Cliente_53,0
TCP-mean,Cliente_53,0.47619047619047616
TCP-stdDev,Cliente_53,10.457380618033547
Errores-TCP,Cliente_53,0
Errores-RMI,Cliente_53,0
RMI,Cliente_11,0
TCP-mean,Cliente_11,0.5070028011204482
TCP-stdDev,Cliente_11,11.832147629828905
Errores-TCP,Cliente_11,0
Errores-RMI,Cliente_11,0
RMI,Cliente_45,0
TCP-mean,Cliente_45,0.5732959850606909
TCP-stdDev,Cliente_45,13.677695770565471
Errores-TCP,Cliente_45,0
Errores-RMI,Cliente_45,0
RMI,Cliente_251,0
TCP-mean,Cliente_251,0.5779645191409897
RMI,Cliente_33,0
TCP-mean,Cliente_33,0.5938375350140056
TCP-stdDev,Cliente_33,14.597760189388199
Errores-TCP,Cliente_33,0
Errores-RMI,Cliente_33,0
TCP-stdDev,Cliente_251,14.14989912178003
Errores-TCP,Cliente_251,0
Errores-RMI,Cliente_251,0
RMI,Cliente_174,0
RMI,Cliente_114,0
RMI,Cliente_133,0
TCP-mean,Cliente_174,0.2672897196261682
TCP-mean,Cliente_133,0.08224299065420561
TCP-mean,Cliente_114,0.26542056074766357
TCP-stdDev,Cliente_133,1.2046493330932297
TCP-stdDev,Cliente_174,6.745130132535986
Errores-TCP,Cliente_133,0
Errores-RMI,Cliente_133,0
TCP-stdDev,Cliente_114,6.74575813830529
Errores-TCP,Cliente_114,0
